sample	cluster_joint_r0.3	cluster_joint_r0.5	cluster_joint_r0.8	cluster_joint_r4	tsne_x	tsne_y	modality
UMB5580_1_UMB5580_2_D2_AD002_rna	2	3	1	1	13.341965	-4.2196097	human_frontal_rna
UMB5580_1_UMB5580_2_D2_AD004_rna	11	12	6	4	15.335064	1.3699523	human_frontal_rna
UMB5580_1_UMB5580_2_D2_AD006_rna	1	1	12	17	9.0940695	-5.3562284	human_frontal_rna
UMB5580_1_UMB5580_2_D2_AD007_rna	12	13	13	16	19.143744	0.57607746	human_frontal_rna
UMB5580_1_UMB5580_2_D2_AD008_rna	2	3	1	26	14.472992	-2.2670627	human_frontal_rna
UMB5580_1_UMB5580_2_D2_AD012_rna	3	4	5	2	16.036749	6.905397	human_frontal_rna
UMB5580_1_UMB5580_2_D3_AD004_rna	13	14	19	42	-7.32375	4.0273824	human_frontal_rna
UMB5580_1_UMB5580_2_D3_AD006_rna	7	8	9	13	4.0778384	6.5500603	human_frontal_rna
UMB5580_1_UMB5580_2_D3_AD007_rna	1	2	2	14	8.076384	-8.268126	human_frontal_rna
UMB5580_1_UMB5580_2_D3_AD008_rna	3	4	5	2	15.725228	6.594531	human_frontal_rna
UMB5580_1_UMB5580_2_D3_AD010_rna	14	15	16	44	-16.445978	2.9869545	human_frontal_rna
UMB5580_1_UMB5580_2_D3_AD012_rna	7	8	9	13	3.5234573	5.3389006	human_frontal_rna
UMB5580_1_UMB5580_2_D4_AD001_rna	12	13	13	16	21.25473	-0.339123	human_frontal_rna
UMB5580_1_UMB5580_2_D4_AD002_rna	2	3	1	5	13.066712	-4.280016	human_frontal_rna
UMB5580_1_UMB5580_2_D4_AD004_rna	1	2	2	20	7.453856	-7.2834787	human_frontal_rna
UMB5580_1_UMB5580_2_D4_AD006_rna	14	15	16	47	-13.004402	2.2328649	human_frontal_rna
UMB5580_1_UMB5580_2_D4_AD007_rna	2	3	1	5	12.510558	-3.5548933	human_frontal_rna
UMB5580_1_UMB5580_2_D4_AD008_rna	3	4	5	2	14.780647	7.3911676	human_frontal_rna
UMB5580_1_UMB5580_2_D4_AD010_rna	14	15	16	44	-16.114443	2.773748	human_frontal_rna
UMB5580_1_UMB5580_2_D4_AD012_rna	11	12	6	10	15.795306	2.2140098	human_frontal_rna
UMB5580_1_UMB5580_2_D5_AD001_rna	1	2	2	20	5.7186165	-8.032172	human_frontal_rna
UMB5580_1_UMB5580_2_D5_AD002_rna	1	2	2	3	6.0036077	-8.331129	human_frontal_rna
UMB5580_1_UMB5580_2_D5_AD004_rna	7	8	9	6	3.9270773	4.474017	human_frontal_rna
UMB5580_1_UMB5580_2_D5_AD007_rna	2	1	3	24	11.516291	-6.3848777	human_frontal_rna
UMB5580_1_UMB5580_2_D5_AD008_rna	10	11	14	19	-3.3214858	-1.4756167	human_frontal_rna
UMB5580_1_UMB5580_2_D5_AD010_rna	3	4	5	2	14.787529	7.0320454	human_frontal_rna
UMB5580_1_UMB5580_2_D5_AD012_rna	2	1	1	27	9.817149	-4.91163	human_frontal_rna
UMB5580_1_UMB5580_2_D6_AD001_rna	2	1	1	27	8.730325	-4.4637814	human_frontal_rna
UMB5580_1_UMB5580_2_D6_AD002_rna	2	3	1	1	11.929673	-3.6848564	human_frontal_rna
UMB5580_1_UMB5580_2_D6_AD004_rna	16	17	21	43	7.4406934	-0.017654398	human_frontal_rna
UMB5580_1_UMB5580_2_D6_AD006_rna	8	9	10	37	-4.4022408	-9.28121	human_frontal_rna
UMB5580_1_UMB5580_2_D6_AD007_rna	9	10	11	9	-1.184024	6.787142	human_frontal_rna
UMB5580_1_UMB5580_2_D6_AD008_rna	1	1	3	25	8.939132	-5.522582	human_frontal_rna
UMB5580_1_UMB5580_2_D6_AD010_rna	1	2	2	20	6.9114103	-6.7353086	human_frontal_rna
UMB5580_1_UMB5580_2_D6_AD012_rna	10	11	14	19	-1.7169317	-2.311549	human_frontal_rna
UMB5580_1_UMB5580_2_D7_AD001_rna	9	10	11	9	0.92683595	6.51503	human_frontal_rna
UMB5580_1_UMB5580_2_D7_AD002_rna	2	3	1	27	11.70162	-3.3685613	human_frontal_rna
UMB5580_1_UMB5580_2_D7_AD004_rna	2	1	3	27	11.359751	-6.235295	human_frontal_rna
UMB5580_1_UMB5580_2_D7_AD006_rna	13	14	19	42	-7.5300574	4.642966	human_frontal_rna
UMB5580_1_UMB5580_2_D7_AD007_rna	3	4	5	8	15.692341	9.305381	human_frontal_rna
UMB5580_1_UMB5580_2_D7_AD008_rna	1	2	12	17	6.0946026	-4.475546	human_frontal_rna
UMB5580_1_UMB5580_2_D7_AD010_rna	1	2	2	3	5.0352473	-7.926041	human_frontal_rna
UMB5580_1_UMB5580_2_D7_AD012_rna	3	4	5	8	15.616052	9.897112	human_frontal_rna
UMB5580_1_UMB5580_2_D8_AD001_rna	9	10	11	9	-1.1948855	6.848288	human_frontal_rna
UMB5580_1_UMB5580_2_D8_AD002_rna	7	8	9	13	3.588382	7.079074	human_frontal_rna
UMB5580_1_UMB5580_2_D8_AD004_rna	7	8	9	13	4.4266005	6.3556433	human_frontal_rna
UMB5580_1_UMB5580_2_D8_AD006_rna	3	4	5	2	15.885589	6.6709795	human_frontal_rna
UMB5580_1_UMB5580_2_D8_AD007_rna	1	2	2	20	5.8963623	-7.7525506	human_frontal_rna
UMB5580_1_UMB5580_2_D8_AD008_rna	1	2	2	3	5.010365	-8.909392	human_frontal_rna
UMB5580_1_UMB5580_2_D8_AD010_rna	2	3	6	4	14.052704	-0.36371988	human_frontal_rna
UMB5580_1_UMB5580_2_D8_AD012_rna	6	7	18	33	-3.205699	-10.134932	human_frontal_rna
UMB5580_1_UMB5580_2_D9_AD001_rna	1	1	12	17	7.847933	-4.4351616	human_frontal_rna
UMB5580_1_UMB5580_2_D9_AD002_rna	1	2	2	14	6.181183	-10.36818	human_frontal_rna
UMB5580_1_UMB5580_2_D9_AD004_rna	6	7	7	23	-0.5246911	-6.1335945	human_frontal_rna
UMB5580_1_UMB5580_2_D9_AD006_rna	8	9	10	30	-4.801117	-5.5304976	human_frontal_rna
UMB5580_1_UMB5580_2_D9_AD007_rna	1	1	3	7	9.506743	-7.041946	human_frontal_rna
UMB5580_1_UMB5580_2_D9_AD010_rna	2	3	6	4	14.878861	0.7974423	human_frontal_rna
UMB5580_1_UMB5580_2_E10_AD001_rna	6	7	7	23	-0.6478259	-6.477764	human_frontal_rna
UMB5580_1_UMB5580_2_E10_AD002_rna	6	7	7	29	4.434796	-3.89061	human_frontal_rna
UMB5580_1_UMB5580_2_E10_AD004_rna	8	9	10	37	-4.342742	-9.301005	human_frontal_rna
UMB5580_1_UMB5580_2_E10_AD007_rna	2	3	6	4	13.506483	-0.6611101	human_frontal_rna
UMB5580_1_UMB5580_2_E10_AD008_rna	1	1	3	25	9.618252	-5.356534	human_frontal_rna
UMB5580_1_UMB5580_2_E10_AD010_rna	1	1	17	18	10.915258	-9.487347	human_frontal_rna
UMB5580_1_UMB5580_2_E10_AD012_rna	6	7	7	32	1.0412675	-8.55492	human_frontal_rna
UMB5580_1_UMB5580_2_E11_AD001_rna	11	12	6	10	17.99048	3.6396809	human_frontal_rna
UMB5580_1_UMB5580_2_E11_AD002_rna	6	7	7	23	-1.7560114	-6.3167877	human_frontal_rna
UMB5580_1_UMB5580_2_E11_AD006_rna	12	13	13	16	20.10925	-0.3796904	human_frontal_rna
UMB5580_1_UMB5580_2_E11_AD007_rna	5	6	8	22	10.301091	12.960456	human_frontal_rna
UMB5580_1_UMB5580_2_E11_AD008_rna	8	9	10	30	-5.1650167	-5.6654367	human_frontal_rna
UMB5580_1_UMB5580_2_E11_AD012_rna	1	1	12	17	8.011061	-4.2159753	human_frontal_rna
UMB5580_1_UMB5580_2_E1_AD001_rna	12	13	13	16	18.885996	0.8769631	human_frontal_rna
UMB5580_1_UMB5580_2_E1_AD002_rna	6	7	7	23	-0.53619576	-5.733955	human_frontal_rna
UMB5580_1_UMB5580_2_E1_AD004_rna	13	14	19	42	-7.4521737	4.6202946	human_frontal_rna
UMB5580_1_UMB5580_2_E1_AD007_rna	4	5	4	11	2.0117507	3.1892238	human_frontal_rna
UMB5580_1_UMB5580_2_E1_AD008_rna	3	4	5	8	15.067412	9.258873	human_frontal_rna
UMB5580_1_UMB5580_2_E1_AD010_rna	4	5	4	21	2.1397495	1.1937047	human_frontal_rna
UMB5580_1_UMB5580_2_E1_AD012_rna	3	4	5	2	15.871041	8.380705	human_frontal_rna
UMB5580_1_UMB5580_2_E2_AD001_rna	1	2	2	3	6.000329	-7.7756777	human_frontal_rna
UMB5580_1_UMB5580_2_E2_AD002_rna	1	2	2	3	5.1364713	-9.023556	human_frontal_rna
UMB5580_1_UMB5580_2_E2_AD006_rna	14	15	16	44	-16.306181	2.8816264	human_frontal_rna
UMB5580_1_UMB5580_2_E2_AD007_rna	1	2	2	3	4.802532	-7.4850664	human_frontal_rna
UMB5580_1_UMB5580_2_E2_AD008_rna	12	13	13	16	20.542675	0.60248846	human_frontal_rna
UMB5580_1_UMB5580_2_E2_AD010_rna	10	11	14	19	-2.1306272	-1.4953439	human_frontal_rna
UMB5580_1_UMB5580_2_E2_AD012_rna	2	3	1	1	11.762989	-4.1693454	human_frontal_rna
UMB5580_1_UMB5580_2_E3_AD001_rna	2	3	1	26	13.982444	-2.5017178	human_frontal_rna
UMB5580_1_UMB5580_2_E3_AD002_rna	7	8	9	6	5.542992	4.216792	human_frontal_rna
UMB5580_1_UMB5580_2_E3_AD004_rna	6	7	7	50	-0.4136553	-12.278338	human_frontal_rna
UMB5580_1_UMB5580_2_E3_AD006_rna	7	8	9	6	4.711415	3.6549182	human_frontal_rna
UMB5580_1_UMB5580_2_E3_AD007_rna	1	2	2	20	6.6731796	-7.2456064	human_frontal_rna
UMB5580_1_UMB5580_2_E3_AD008_rna	6	7	7	32	0.1848269	-7.27327	human_frontal_rna
UMB5580_1_UMB5580_2_E3_AD010_rna	3	4	13	41	12.770031	10.287501	human_frontal_rna
UMB5580_1_UMB5580_2_E3_AD012_rna	1	2	2	3	4.8795013	-8.426376	human_frontal_rna
UMB5580_1_UMB5580_2_E4_AD001_rna	3	4	5	2	16.249533	7.1887565	human_frontal_rna
UMB5580_1_UMB5580_2_E4_AD002_rna	1	1	3	7	9.1973715	-7.8873305	human_frontal_rna
UMB5580_1_UMB5580_2_E4_AD007_rna	7	8	9	6	3.733776	4.424452	human_frontal_rna
UMB5580_1_UMB5580_2_E4_AD008_rna	10	11	14	19	-2.0831845	-1.8598273	human_frontal_rna
UMB5580_1_UMB5580_2_E4_AD010_rna	7	8	9	6	5.6879883	4.1268	human_frontal_rna
UMB5580_1_UMB5580_2_E4_AD012_rna	5	6	15	34	7.726088	12.176714	human_frontal_rna
UMB5580_1_UMB5580_2_E5_AD001_rna	7	8	9	13	3.5577846	5.2566137	human_frontal_rna
UMB5580_1_UMB5580_2_E5_AD002_rna	7	8	9	6	5.0265813	3.7790413	human_frontal_rna
UMB5580_1_UMB5580_2_E5_AD004_rna	1	2	3	3	8.261802	-7.532864	human_frontal_rna
UMB5580_1_UMB5580_2_E5_AD006_rna	8	9	10	30	-5.3655267	-5.8027973	human_frontal_rna
UMB5580_1_UMB5580_2_E5_AD007_rna	3	4	5	8	15.944179	8.626164	human_frontal_rna
UMB5580_1_UMB5580_2_E5_AD008_rna	13	14	19	42	-7.207338	4.8515344	human_frontal_rna
UMB5580_1_UMB5580_2_E5_AD010_rna	1	1	3	7	10.5219	-7.609243	human_frontal_rna
UMB5580_1_UMB5580_2_E5_AD012_rna	8	9	10	40	-4.1905847	-4.461207	human_frontal_rna
UMB5580_1_UMB5580_2_E6_AD002_rna	15	16	20	36	-14.050338	-6.904065	human_frontal_rna
UMB5580_1_UMB5580_2_E6_AD004_rna	3	4	5	2	14.645281	8.004881	human_frontal_rna
UMB5580_1_UMB5580_2_E6_AD006_rna	15	16	20	36	-14.15943	-6.8938575	human_frontal_rna
UMB5580_1_UMB5580_2_E6_AD007_rna	3	4	13	41	13.411834	10.40261	human_frontal_rna
UMB5580_1_UMB5580_2_E6_AD008_rna	5	6	8	38	10.906049	14.708609	human_frontal_rna
UMB5580_1_UMB5580_2_E6_AD010_rna	11	12	6	4	15.085244	1.6347672	human_frontal_rna
UMB5580_1_UMB5580_2_E6_AD012_rna	5	6	8	38	11.490389	14.622198	human_frontal_rna
UMB5580_1_UMB5580_2_E7_AD002_rna	1	2	2	14	6.729761	-10.662717	human_frontal_rna
UMB5580_1_UMB5580_2_E7_AD004_rna	12	13	13	16	21.168755	-0.9117386	human_frontal_rna
UMB5580_1_UMB5580_2_E7_AD006_rna	4	5	4	21	1.8440111	0.8868331	human_frontal_rna
UMB5580_1_UMB5580_2_E7_AD007_rna	2	1	1	27	10.405759	-4.598847	human_frontal_rna
UMB5580_1_UMB5580_2_E7_AD008_rna	1	1	3	7	9.715412	-7.3813825	human_frontal_rna
UMB5580_1_UMB5580_2_E7_AD010_rna	1	2	2	20	6.1510706	-8.117363	human_frontal_rna
UMB5580_1_UMB5580_2_E7_AD012_rna	5	6	8	28	7.4425716	14.818748	human_frontal_rna
UMB5580_1_UMB5580_2_E8_AD001_rna	1	2	2	14	5.5725036	-9.814471	human_frontal_rna
UMB5580_1_UMB5580_2_E8_AD002_rna	1	2	2	3	5.2497077	-8.369879	human_frontal_rna
UMB5580_1_UMB5580_2_E8_AD006_rna	5	6	8	38	11.753624	14.36979	human_frontal_rna
UMB5580_1_UMB5580_2_E8_AD007_rna	5	6	15	34	7.8423743	10.9355	human_frontal_rna
UMB5580_1_UMB5580_2_E8_AD008_rna	6	7	18	33	-2.9141858	-9.966545	human_frontal_rna
UMB5580_1_UMB5580_2_E8_AD010_rna	9	10	11	9	-1.7356312	5.310218	human_frontal_rna
UMB5580_1_UMB5580_2_E8_AD012_rna	13	14	22	45	-7.178457	3.3818357	human_frontal_rna
UMB5580_1_UMB5580_2_E9_AD001_rna	3	4	13	41	12.953837	10.657376	human_frontal_rna
UMB5580_1_UMB5580_2_E9_AD002_rna	1	2	12	17	6.00477	-4.9353514	human_frontal_rna
UMB5580_1_UMB5580_2_E9_AD004_rna	5	6	8	22	9.266203	12.669864	human_frontal_rna
UMB5580_1_UMB5580_2_E9_AD006_rna	1	2	2	14	6.568623	-8.964076	human_frontal_rna
UMB5580_1_UMB5580_2_E9_AD007_rna	2	3	6	4	14.769654	-0.8212251	human_frontal_rna
UMB5580_1_UMB5580_2_E9_AD008_rna	6	7	7	23	-0.5903751	-6.188394	human_frontal_rna
UMB5580_1_UMB5580_2_E9_AD010_rna	2	3	1	27	12.059171	-2.700708	human_frontal_rna
UMB5580_1_UMB5580_2_E9_AD012_rna	13	14	19	42	-7.601158	4.333078	human_frontal_rna
UMB5580_1_UMB5580_2_F10_AD001_rna	12	13	13	16	20.855045	-0.7815973	human_frontal_rna
UMB5580_1_UMB5580_2_F10_AD002_rna	2	3	6	4	13.449197	0.091750786	human_frontal_rna
UMB5580_1_UMB5580_2_F10_AD004_rna	6	7	7	23	-1.5416287	-6.6892543	human_frontal_rna
UMB5580_1_UMB5580_2_F10_AD006_rna	15	16	20	36	-14.095966	-7.002451	human_frontal_rna
UMB5580_1_UMB5580_2_F10_AD007_rna	2	3	1	4	13.268223	-2.000064	human_frontal_rna
UMB5580_1_UMB5580_2_F10_AD008_rna	1	2	3	3	7.823076	-7.3310637	human_frontal_rna
UMB5580_1_UMB5580_2_F10_AD010_rna	4	5	4	15	2.4111216	0.24919929	human_frontal_rna
UMB5580_1_UMB5580_2_F10_AD012_rna	11	12	6	10	18.26162	4.1987224	human_frontal_rna
UMB5580_1_UMB5580_2_F11_AD001_rna	6	7	7	32	0.8497614	-7.596064	human_frontal_rna
UMB5580_1_UMB5580_2_F11_AD002_rna	13	14	19	42	-7.615897	4.7239366	human_frontal_rna
UMB5580_1_UMB5580_2_F11_AD004_rna	4	5	4	15	3.4433455	0.42842528	human_frontal_rna
UMB5580_1_UMB5580_2_F11_AD006_rna	4	5	4	15	3.6642363	1.4480125	human_frontal_rna
UMB5580_1_UMB5580_2_F11_AD007_rna	2	3	1	5	11.798783	-0.70125055	human_frontal_rna
UMB5580_1_UMB5580_2_F11_AD008_rna	14	15	16	47	-12.9944725	2.1394184	human_frontal_rna
UMB5580_1_UMB5580_2_F11_AD010_rna	4	5	4	15	3.974617	-0.4809353	human_frontal_rna
UMB5580_1_UMB5580_2_F11_AD012_rna	4	5	4	15	2.1137176	2.1946464	human_frontal_rna
UMB5580_1_UMB5580_2_F1_AD001_rna	3	4	5	2	15.839074	8.238949	human_frontal_rna
UMB5580_1_UMB5580_2_F1_AD002_rna	1	1	3	25	9.406389	-6.1267576	human_frontal_rna
UMB5580_1_UMB5580_2_F1_AD004_rna	2	3	1	26	13.833419	-3.0581949	human_frontal_rna
UMB5580_1_UMB5580_2_F1_AD006_rna	2	1	1	1	12.292578	-5.319758	human_frontal_rna
UMB5580_1_UMB5580_2_F1_AD008_rna	3	4	5	8	15.919175	8.765756	human_frontal_rna
UMB5580_1_UMB5580_2_F1_AD010_rna	6	7	7	23	-2.4685936	-6.4525566	human_frontal_rna
UMB5580_1_UMB5580_2_F1_AD012_rna	12	13	13	16	20.731888	0.52023137	human_frontal_rna
UMB5580_1_UMB5580_2_F2_AD001_rna	1	2	2	14	7.4441295	-8.5637245	human_frontal_rna
UMB5580_1_UMB5580_2_F2_AD002_rna	1	1	3	25	8.970052	-5.3229294	human_frontal_rna
UMB5580_1_UMB5580_2_F2_AD007_rna	9	10	11	9	0.053229157	5.0265512	human_frontal_rna
UMB5580_1_UMB5580_2_F2_AD008_rna	8	9	10	35	-5.868564	-8.158251	human_frontal_rna
UMB5580_1_UMB5580_2_F2_AD010_rna	9	10	11	9	0.07889854	7.3056245	human_frontal_rna
UMB5580_1_UMB5580_2_F2_AD012_rna	6	7	7	23	-2.2394366	-6.303478	human_frontal_rna
UMB5580_1_UMB5580_2_F3_AD001_rna	6	7	7	32	1.1957387	-7.865926	human_frontal_rna
UMB5580_1_UMB5580_2_F3_AD002_rna	5	6	15	34	8.894113	11.956716	human_frontal_rna
UMB5580_1_UMB5580_2_F3_AD006_rna	3	4	5	2	15.585321	7.9034348	human_frontal_rna
UMB5580_1_UMB5580_2_F3_AD007_rna	4	5	4	11	0.43613654	2.366416	human_frontal_rna
UMB5580_1_UMB5580_2_F3_AD008_rna	7	8	9	6	5.096718	5.3839498	human_frontal_rna
UMB5580_1_UMB5580_2_F3_AD010_rna	3	4	5	8	15.256605	9.053023	human_frontal_rna
UMB5580_1_UMB5580_2_F3_AD012_rna	13	14	19	42	-7.7273455	4.6188755	human_frontal_rna
UMB5580_1_UMB5580_2_F4_AD001_rna	16	17	21	43	7.3145833	-0.30010253	human_frontal_rna
UMB5580_1_UMB5580_2_F4_AD002_rna	1	2	2	20	6.597027	-7.0557284	human_frontal_rna
UMB5580_1_UMB5580_2_F4_AD004_rna	9	10	11	13	1.5047483	6.760083	human_frontal_rna
UMB5580_1_UMB5580_2_F4_AD006_rna	4	5	4	15	7.1312494	-4.1296997	human_frontal_rna
UMB5580_1_UMB5580_2_F4_AD007_rna	2	3	1	26	13.265292	-2.1986094	human_frontal_rna
UMB5580_1_UMB5580_2_F4_AD008_rna	1	1	3	7	10.272845	-7.460219	human_frontal_rna
UMB5580_1_UMB5580_2_F4_AD010_rna	6	7	7	32	1.0899785	-8.44986	human_frontal_rna
UMB5580_1_UMB5580_2_F4_AD012_rna	8	9	10	30	-6.3342347	-7.429128	human_frontal_rna
UMB5580_1_UMB5580_2_F5_AD001_rna	3	4	5	2	15.94447	7.4591227	human_frontal_rna
UMB5580_1_UMB5580_2_F5_AD002_rna	1	2	2	3	6.319527	-7.365587	human_frontal_rna
UMB5580_1_UMB5580_2_F5_AD004_rna	6	7	7	32	0.91690683	-7.670128	human_frontal_rna
UMB5580_1_UMB5580_2_F5_AD006_rna	6	7	7	29	-0.67480195	-9.893304	human_frontal_rna
UMB5580_1_UMB5580_2_F5_AD007_rna	1	1	3	18	11.727428	-8.130132	human_frontal_rna
UMB5580_1_UMB5580_2_F5_AD008_rna	7	8	9	6	3.057395	3.9841383	human_frontal_rna
UMB5580_1_UMB5580_2_F5_AD012_rna	5	6	15	34	8.670864	11.810938	human_frontal_rna
UMB5580_1_UMB5580_2_F6_AD001_rna	1	1	3	24	9.318281	-7.9188056	human_frontal_rna
UMB5580_1_UMB5580_2_F6_AD002_rna	6	7	7	23	-1.1578741	-7.014867	human_frontal_rna
UMB5580_1_UMB5580_2_F6_AD004_rna	4	5	4	11	-0.81986773	2.230995	human_frontal_rna
UMB5580_1_UMB5580_2_F6_AD006_rna	7	8	9	13	3.5179641	5.961208	human_frontal_rna
UMB5580_1_UMB5580_2_F6_AD007_rna	1	2	2	20	5.773029	-6.5958037	human_frontal_rna
UMB5580_1_UMB5580_2_F6_AD008_rna	4	5	4	11	-1.2606286	3.2221494	human_frontal_rna
UMB5580_1_UMB5580_2_F6_AD010_rna	1	2	2	3	6.0129347	-8.224135	human_frontal_rna
UMB5580_1_UMB5580_2_F6_AD012_rna	2	1	1	27	9.314918	-4.5688457	human_frontal_rna
UMB5580_1_UMB5580_2_F7_AD001_rna	1	2	12	17	7.059486	-5.0065274	human_frontal_rna
UMB5580_1_UMB5580_2_F7_AD002_rna	1	1	17	18	11.95022	-10.046941	human_frontal_rna
UMB5580_1_UMB5580_2_F7_AD006_rna	3	4	5	8	15.847667	9.478768	human_frontal_rna
UMB5580_1_UMB5580_2_F7_AD007_rna	6	7	7	23	-0.20117632	-5.507707	human_frontal_rna
UMB5580_1_UMB5580_2_F7_AD008_rna	5	6	8	22	9.679378	12.411444	human_frontal_rna
UMB5580_1_UMB5580_2_F7_AD010_rna	2	3	1	5	12.50408	-1.9552449	human_frontal_rna
UMB5580_1_UMB5580_2_F7_AD012_rna	6	7	7	29	-0.8432533	-9.491182	human_frontal_rna
UMB5580_1_UMB5580_2_F8_AD001_rna	5	6	15	34	8.374248	11.802241	human_frontal_rna
UMB5580_1_UMB5580_2_F8_AD002_rna	3	4	5	2	16.447508	6.9726763	human_frontal_rna
UMB5580_1_UMB5580_2_F8_AD004_rna	2	3	1	1	13.413702	-4.2481613	human_frontal_rna
UMB5580_1_UMB5580_2_F8_AD006_rna	3	4	5	2	16.164738	7.9443464	human_frontal_rna
UMB5580_1_UMB5580_2_F8_AD008_rna	2	1	3	24	11.56694	-6.0674987	human_frontal_rna
UMB5580_1_UMB5580_2_F8_AD010_rna	2	1	1	1	12.030329	-5.567184	human_frontal_rna
UMB5580_1_UMB5580_2_F8_AD012_rna	11	12	6	10	16.026384	2.8732872	human_frontal_rna
UMB5580_1_UMB5580_2_F9_AD001_rna	7	8	9	6	3.5457566	4.7512517	human_frontal_rna
UMB5580_1_UMB5580_2_F9_AD002_rna	2	3	6	4	13.269004	-1.1318552	human_frontal_rna
UMB5580_1_UMB5580_2_F9_AD004_rna	6	7	7	32	0.6281739	-7.313304	human_frontal_rna
UMB5580_1_UMB5580_2_F9_AD006_rna	1	1	3	7	10.378745	-7.5447726	human_frontal_rna
UMB5580_1_UMB5580_2_F9_AD007_rna	1	2	2	12	7.7100782	-11.156724	human_frontal_rna
UMB5580_1_UMB5580_2_F9_AD008_rna	6	7	7	23	-0.97812355	-6.820986	human_frontal_rna
UMB5580_1_UMB5580_2_F9_AD010_rna	2	3	6	4	15.058246	0.43637085	human_frontal_rna
UMB5580_1_UMB5580_2_F9_AD012_rna	10	11	14	19	-1.8547661	-1.7509072	human_frontal_rna
UMB5580_1_UMB5580_2_G10_AD001_rna	15	16	20	36	-14.834595	-6.805896	human_frontal_rna
UMB5580_1_UMB5580_2_G10_AD002_rna	3	4	13	41	13.268544	10.191879	human_frontal_rna
UMB5580_1_UMB5580_2_G10_AD004_rna	3	4	5	2	15.034026	7.177473	human_frontal_rna
UMB5580_1_UMB5580_2_G10_AD006_rna	5	6	15	34	8.707729	11.725169	human_frontal_rna
UMB5580_1_UMB5580_2_G10_AD007_rna	8	9	10	35	-8.392045	-8.447381	human_frontal_rna
UMB5580_1_UMB5580_2_G10_AD008_rna	1	2	2	14	5.9844975	-9.892233	human_frontal_rna
UMB5580_1_UMB5580_2_G10_AD012_rna	8	9	10	40	-4.6027136	-4.879202	human_frontal_rna
UMB5580_1_UMB5580_2_G11_AD001_rna	8	9	10	40	-4.085559	-4.8223777	human_frontal_rna
UMB5580_1_UMB5580_2_G11_AD002_rna	2	3	1	5	12.481687	-3.2400513	human_frontal_rna
UMB5580_1_UMB5580_2_G11_AD004_rna	3	4	5	8	16.904432	9.108364	human_frontal_rna
UMB5580_1_UMB5580_2_G11_AD006_rna	9	10	11	39	-2.8720646	4.259603	human_frontal_rna
UMB5580_1_UMB5580_2_G11_AD007_rna	1	2	2	3	5.7218404	-7.8385496	human_frontal_rna
UMB5580_1_UMB5580_2_G11_AD008_rna	13	14	19	42	-7.523752	4.3302264	human_frontal_rna
UMB5580_1_UMB5580_2_G11_AD010_rna	2	1	1	27	9.967403	-4.6565046	human_frontal_rna
UMB5580_1_UMB5580_2_G11_AD012_rna	12	13	13	16	21.1649	0.35633078	human_frontal_rna
UMB5580_1_UMB5580_2_G1_AD001_rna	11	12	6	10	18.23421	4.2141023	human_frontal_rna
UMB5580_1_UMB5580_2_G1_AD002_rna	2	1	3	24	11.5206995	-7.0203457	human_frontal_rna
UMB5580_1_UMB5580_2_G1_AD006_rna	7	8	9	13	3.501034	5.9580812	human_frontal_rna
UMB5580_1_UMB5580_2_G1_AD008_rna	2	1	1	1	12.259524	-5.50567	human_frontal_rna
UMB5580_1_UMB5580_2_G1_AD010_rna	9	10	11	9	-0.9841489	5.8120956	human_frontal_rna
UMB5580_1_UMB5580_2_G1_AD012_rna	3	4	5	2	16.102556	6.3001785	human_frontal_rna
UMB5580_1_UMB5580_2_G2_AD001_rna	3	4	5	2	16.281914	6.971375	human_frontal_rna
UMB5580_1_UMB5580_2_G2_AD002_rna	13	14	19	48	-3.3006995	15.025305	human_frontal_rna
UMB5580_1_UMB5580_2_G2_AD004_rna	1	2	2	3	5.0957136	-8.767858	human_frontal_rna
UMB5580_1_UMB5580_2_G2_AD006_rna	10	11	14	19	-1.9340897	-1.8572047	human_frontal_rna
UMB5580_1_UMB5580_2_G2_AD007_rna	1	2	12	17	6.398427	-4.8619194	human_frontal_rna
UMB5580_1_UMB5580_2_G2_AD008_rna	2	3	1	1	13.62516	-3.6079743	human_frontal_rna
UMB5580_1_UMB5580_2_G2_AD010_rna	1	2	12	17	6.139384	-6.6268926	human_frontal_rna
UMB5580_1_UMB5580_2_G2_AD012_rna	9	10	11	13	2.0665832	6.890241	human_frontal_rna
UMB5580_1_UMB5580_2_G3_AD001_rna	1	1	3	25	8.773778	-5.1713815	human_frontal_rna
UMB5580_1_UMB5580_2_G3_AD002_rna	9	10	11	39	-2.8678703	4.373157	human_frontal_rna
UMB5580_1_UMB5580_2_G3_AD004_rna	5	6	8	28	6.986961	15.14995	human_frontal_rna
UMB5580_1_UMB5580_2_G3_AD006_rna	7	8	9	6	4.227925	4.701994	human_frontal_rna
UMB5580_1_UMB5580_2_G3_AD007_rna	1	1	3	7	9.629316	-7.3098674	human_frontal_rna
UMB5580_1_UMB5580_2_G3_AD008_rna	7	8	9	6	5.029148	5.055225	human_frontal_rna
UMB5580_1_UMB5580_2_G3_AD010_rna	2	3	1	1	12.483416	-4.6084194	human_frontal_rna
UMB5580_1_UMB5580_2_G3_AD012_rna	2	1	3	24	11.647325	-6.7761927	human_frontal_rna
UMB5580_1_UMB5580_2_G4_AD001_rna	3	4	5	2	16.250721	6.9903326	human_frontal_rna
